store_name,igive_url,donation_rate
PeopleFinders,https://www.iGive.com/people-finders,26.0%
Percival Menswear,https://www.iGive.com/Percival,3.2%
Perfumania,https://www.iGive.com/perfumania,1.6%
Perricone MD,https://www.iGive.com/perricone-md,0.8%
Personalabs,https://www.iGive.com/personalabs,4.0%
Personalization Mall,https://www.iGive.com/personalization-mall,1.2%
Personnel Concepts,https://www.iGive.com/personnel-concepts,4.0%
Pet Supermarket,https://www.iGive.com/pet-supermarket,0.4%
PetCareRx,https://www.iGive.com/pet-care-rx,2.4%
PETCO,https://www.iGive.com/petco,0.8%
Peter Millar,https://www.iGive.com/peter-millar,1.6%
PETER THOMAS ROTH CLINICAL SKIN CARE,https://www.iGive.com/PETER-THOMAS-ROTH-CLINICAL-SKIN-CARE,1.2%
Peterson's Test Prep,https://www.iGive.com/petersons,4.0%
PetFriendly,https://www.iGive.com/petfriendly,2.0%
Petjoy,https://www.iGive.com/petjoy,6.0%
Pfaltzgraff,https://www.iGive.com/pfaltzgraff,2.4%
Philips,https://www.iGive.com/philips,1.6%
philosophy,https://www.iGive.com/philosophy,2.0%
Photobook America,https://www.iGive.com/photobook,4.0%
Photobucket,https://www.iGive.com/photobucket,8.0%
Photography.com,https://www.iGive.com/photography,4.0%
PictureFrames,https://www.iGive.com/pictureframes,0.4%
Pictures On Gold,https://www.iGive.com/pictures-on-gold,2.0%
Pikolinos,https://www.iGive.com/pikolinos,2.4%
Pillow Guy,https://www.iGive.com/pillow-guy,4.0%
Pinty,https://www.iGive.com/pinty,2.4%
Pixie Mood,https://www.iGive.com/pixiemood,4.0%
Play Osmo,https://www.iGive.com/osmo,2.0%
Plow & Hearth,https://www.iGive.com/plow-hearth,2.0%
PopSockets,https://www.iGive.com/popsockets,3.2%
Portions Master,https://www.iGive.com/portions-master,6.0%
prAna,https://www.iGive.com/prana,1.6%
Precious Moments,https://www.iGive.com/precious-moments,4.0%
Premier TEFL,https://www.iGive.com/premier-tefl,4.0%
Prestigia,https://www.iGive.com/prestigia,Special Rate
PrettyLittleThing US,https://www.iGive.com/pretty-little-thing,2.4%
Priceline.com,https://www.iGive.com/priceline,2.0%
Proactiv+,https://www.iGive.com/proactiv,3.2%
ProFlowers,https://www.iGive.com/proflowers,2.0%
Proviz,https://www.iGive.com/proviz,1.2%
ProWritingAid,https://www.iGive.com/prowritingaid,Special Rate
PsPrint,https://www.iGive.com/ps-print,2.0%
Psycho Bunny,https://www.iGive.com/psycho-bunny,2.0%
PUBLIC Bikes,https://www.iGive.com/public-bikes,3.2%
Public Desire,https://www.iGive.com/public-desire,2.4%
PUMA,https://www.iGive.com/us.puma,2.0%
PUR,https://www.iGive.com/pur-cosmetics,3.2%
Pura Vida Bracelets,https://www.iGive.com/pura-vida-bracelets,0.8%
Pure Hemp Botanicals,https://www.iGive.com/purehemp,18.0%
PureVPN,https://www.iGive.com/purevpn,10.0%
Purlisse,https://www.iGive.com/purlisse,4.0%
Purple Carrot,https://www.iGive.com/purple-carrot,Special Rate
Quantum Nutrition Labs,https://www.iGive.com/qnlabs,2.0%
Quest,https://www.iGive.com/quest-health,4.0%
Quest Nutrition,https://www.iGive.com/Quest-Nutrition,4.0%
QuickBooks,https://www.iGive.com/quickbooks,Special Rate
Quill.com,https://www.iGive.com/quill,0.4%
QVC,https://www.iGive.com/qvc,1.2%
Rachel Ashwell Shabby Chic,https://www.iGive.com/rachel-ashwell,2.0%
Radisson Hotels,https://www.iGive.com/radisson,1.6%
Rainbow Light,https://www.iGive.com/rainbow-light,4.0%
Rakuten Kobo,https://www.iGive.com/kobo,0.4%
Rakuten Shopping,https://www.iGive.com/buy,0.4%
Ralph Lauren Fragrances,https://www.iGive.com/ralphlaurenfragrances,0.8%
RawSpiceBar,https://www.iGive.com/rawspicebar,8.4%
Ray-Ban,https://www.iGive.com/ray-ban,2.8%
ReadingIQ,https://www.iGive.com/reading-iq,Special Rate
Rebecca Minkoff,https://www.iGive.com/rebecca-minkoff,1.6%
Recoil Automatic Cord Winders,https://www.iGive.com/recoil-automatic-cord-winders,4.0%
Red Roof,https://www.iGive.com/red-roof-inn,1.2%
Redken,https://www.iGive.com/re,2.8%
Redline Goods,https://www.iGive.com/redline,2.8%
RedShelf,https://www.iGive.com/redshelf,2.0%
Reebok,https://www.iGive.com/reebok,3.2%
Reel Paper,https://www.iGive.com/reel-paper,Special Rate
RefrigiWear,https://www.iGive.com/refrigiwear,3.2%
Refurb.io,https://www.iGive.com/refurb,1.6%
Reitmans,https://www.iGive.com/reitmans,1.6%
Remind Insoles,https://www.iGive.com/remind-insoles,0.4%
Renpho,https://www.iGive.com/renpho,2.0%
RentalCars.com,https://www.iGive.com/rental-cars,1.5%
RentReporters,https://www.iGive.com/rent-reporters,Special Rate
Republic of Durable Goods,https://www.iGive.com/republic-goods,3.2%
Restaurant.com,https://www.iGive.com/restaurant,8.0%
ReStockIt,https://www.iGive.com/restockit,2.0%
Revelry Supply,https://www.iGive.com/revelry-supply,4.8%
ReVive Skincare,https://www.iGive.com/revive,3.2%
Ritani,https://www.iGive.com/ritani,0.8%
Robert Graham,https://www.iGive.com/robert-graham,1.6%
Robert Mondavi Winery,https://www.iGive.com/mondavi-winery,3.2%
Rock Bottom Golf,https://www.iGive.com/rock-bottom-golf,0.8%
Rocket Dog,https://www.iGive.com/rocket-dog,2.0%
Rockport,https://www.iGive.com/rockport,1.6%
Rocky Boots,https://www.iGive.com/rocky-boot,4.0%
Rodd & Gunn,https://www.iGive.com/rodd-and-gunn,2.4%
RollerSkateNation,https://www.iGive.com/roller-skate-nation,3.2%
Roots Canada,https://www.iGive.com/roots,2.0%
Rosetta Stone,https://www.iGive.com/rosetta-stone,2.8%
Rover,https://www.iGive.com/get.rover,Special Rate
Roxio,https://www.iGive.com/roxio,4.0%
Roxy,https://www.iGive.com/roxy,1.2%
Royal & Pure,https://www.iGive.com/royal-pure,12.0%
Royal Doulton,https://www.iGive.com/royal-doulton,2.4%
Roztayger,https://www.iGive.com/roztayger,2.8%
Rue La La,https://www.iGive.com/rue-la-la,1.2%
Ruggable,https://www.iGive.com/ruggable,1.6%
Runderwear,https://www.iGive.com/runderwear,2.0%
RVshare,https://www.iGive.com/rvshare,1.6%
RW&CO.,https://www.iGive.com/rw-co,0.8%
Ryderwear,https://www.iGive.com/ryderwear,2.4%
Ryka,https://www.iGive.com/ryka,1.2%
S&S Worldwide,https://www.iGive.com/ss-worldwide,1.6%
Saatchi Art,https://www.iGive.com/saatchi-art,1.6%
Saber Distributors (US),https://www.iGive.com/saber-distributors,4.0%
Sabon,https://www.iGive.com/sabon,1.6%
Sage UK,https://www.iGive.com/sage,2.0%
SageFinds,https://www.iGive.com/sage-finds,4.0%
Saint Owen,https://www.iGive.com/saint-owen,8.0%
Sally Beauty Supply,https://www.iGive.com/Sally,2.4%
Saltwater Fish,https://www.iGive.com/saltwater-fish,2.0%
Samsonite,https://www.iGive.com/samsonite,2.0%
Sand & Sky,https://www.iGive.com/sand-and-sky,0.8%
Sand Cloud,https://www.iGive.com/sand-cloud,0.8%
Sandisk,https://www.iGive.com/sandisk,2.0%
SaturdaysNYC,https://www.iGive.com/saturdaysnyc,2.8%
Satya Jewelry,https://www.iGive.com/satya,2.4%
Savage X Fenty,https://www.iGive.com/savage,Special Rate
Savearound,https://www.iGive.com/savearound,2.8%
SaySo Rewards,https://www.iGive.com/saysoforgood,Special Rate
Scandinavian Designs,https://www.iGive.com/scandinavian-designs,1.2%
Scent Box,https://www.iGive.com/scent-box,Special Rate
Scholastic -The Teacher Store,https://www.iGive.com/scholastic-teacher-express,1.2%
Scholastic Store,https://www.iGive.com/scholastic-store,1.2%
Schwinn Fitness,https://www.iGive.com/schwinn,2.0%
Scotch Porter,https://www.iGive.com/scotch-porter,2.0%
Scribendi,https://www.iGive.com/scribendi,4.0%
Sea New York,https://www.iGive.com/sea-new-york,4.0%
Sealy,https://www.iGive.com/sealy,2.4%
Sears PartsDirect,https://www.iGive.com/searspartsdirect,1.6%
SeatGeek,https://www.iGive.com/seatgeek,0.4%
Sebastian Cruz Couture,https://www.iGive.com/sebastian-cruz,4.0%
Send Flowers,https://www.iGive.com/send-flowers,3.2%
Sennheiser,https://www.iGive.com/en-us.sennheiser,2.4%
Sensational Beginnings,https://www.iGive.com/sensational-beginnings,2.4%
Sephora,https://www.iGive.com/sephora,2.0%
Sephora Canada,https://www.iGive.com/sephor,2.0%
Setapp,https://www.iGive.com/setapp,Special Rate
SewCal Masks,https://www.iGive.com/SewCal,4.0%
Shambhala Publications,https://www.iGive.com/courses.shambhala,4.0%
Shapellx,https://www.iGive.com/shapellx,3.2%
Shari's Berries,https://www.iGive.com/berries,1.2%
Sharper Image,https://www.iGive.com/sharperimage,0.8%
Sheet World,https://www.iGive.com/sheet-world,3.2%
SheetMusicPlus,https://www.iGive.com/sheet-music-plus,0.8%
SheIn,https://www.iGive.com/shein,6.0%
Shelving,https://www.iGive.com/shelving,2.8%
Shiekh Shoes,https://www.iGive.com/shiekh,1.6%
Shinola,https://www.iGive.com/shinola,2.4%
Shipito,https://www.iGive.com/shipito,Special Rate
ShipStation,https://www.iGive.com/ship-station,Special Rate
Shipt,https://www.iGive.com/shipt,4.0%
Shiseido,https://www.iGive.com/shiseido,1.2%
SHOEBACCA,https://www.iGive.com/shoebacca,2.4%
ShoeDazzle,https://www.iGive.com/shoedazzle,Special Rate
ShoeMall,https://www.iGive.com/shoemall,1.6%
Shop WSS,https://www.iGive.com/shop-wss,2.8%
SHOP.COM,https://www.iGive.com/shop,0.4%
Shoplet,https://www.iGive.com/shoplet,1.2%
Showers Pass,https://www.iGive.com/showers-pass,0.6%
Shu Uemura,https://www.iGive.com/shu-uemura-art-of-hair,2.4%
Shu Uemura Canada,https://www.iGive.com/Shu-Uemura-Canada,2.4%
Shutterfly,https://www.iGive.com/accounts.shutterfly,0.8%
ShuttleFinder,https://www.iGive.com/shuttlefinder,8.0%
Sierra Designs,https://www.iGive.com/sierra-designs,2.4%
Silkcut Underwear,https://www.iGive.com/silkcut,4.0%
Silver Cuisine by Bistro MD,https://www.iGive.com/silver-cuisine,2.0%
Silver Jeans,https://www.iGive.com/silver-jeans,1.6%
SimpleTire,https://www.iGive.com/simple-tire,0.8%
Sisley Paris,https://www.iGive.com/sisley-paris,2.0%
Siwy Denim,https://www.iGive.com/siwydenim,4.0%
Sixity Auto,https://www.iGive.com/sixity-auto,1.0%
Sizzlefish,https://www.iGive.com/sizzlefish,1.2%
Sleeping Baby,https://www.iGive.com/sleeping-baby,2.4%
Slumberjack,https://www.iGive.com/slumberjack,2.4%
SmallFlower.com,https://www.iGive.com/smallflower,4.0%
Smart For Life,https://www.iGive.com/smart-for-life,2.8%
Smarter Nutrition,https://www.iGive.com/smarter-nutrition,2.4%
SmartWool,https://www.iGive.com/smartwool,1.6%
Snapfish,https://www.iGive.com/new.snapfish,0.4%
Snipes,https://www.iGive.com/ Snipes,0.4%
Sobelia,https://www.iGive.com/sobelia,0.4%
Sol CBD,https://www.iGive.com/sol-cbd,8.0%
Solgaard,https://www.iGive.com/solgaar,3.2%
Solid & Striped,https://www.iGive.com/solid-and-striped,2.8%
Solight Design,https://www.iGive.com/solight,4.0%
Soma Intimates,https://www.iGive.com/soma,1.6%
SONY,https://www.iGive.com/sony,1.2%
Sorel,https://www.iGive.com/Sorel,1.6%
Soul Poles,https://www.iGive.com/soul-poles,3.2%
Southern Kitchen,https://www.iGive.com/southern-kitchen,1.6%
SpaFinder,https://www.iGive.com/spafinder,2.4%
SpaFinder CA,https://www.iGive.com/spafinder-ca,2.4%
SPC Pets,https://www.iGive.com/spc-pets,3.2%
Speedo,https://www.iGive.com/speedo,4.0%
Spencer Barnes,https://www.iGive.com/spencer-barnes,1.2%
Spencer's,https://www.iGive.com/spencer-gifts,0.8%
Sperry Top-Sider,https://www.iGive.com/sperry,2.8%
SpineAlign,https://www.iGive.com/spine-align,1.6%
SpinLife,https://www.iGive.com/spin-life,1.6%
SpiritHalloween,https://www.iGive.com/Spirit-Halloween,0.8%
Splendid,https://www.iGive.com/splendid,1.6%
Spokeo,https://www.iGive.com/spokeo,Special Rate
SportChek,https://www.iGive.com/sport-chek,0.8%
Spot & Tango,https://www.iGive.com/spot-and-tango,Special Rate
Spy Associates: GPS Tracking & Surveillance Tools,https://www.iGive.com/spy-associates,2.4%
Spy Optic,https://www.iGive.com/spy-optic,1.2%
St. Frank,https://www.iGive.com/st-frank,2.0%
Stacy Adams,https://www.iGive.com/stacy-adams,2.0%
Staples Print & Marketing Services,https://www.iGive.com/design.staples,2.4%
Staples.com,https://www.iGive.com/staples,1.6%
Station Casinos,https://www.iGive.com/sclv,2.0%
Stearns & Foster,https://www.iGive.com/stearns-foster,2.4%
SteelSeries,https://www.iGive.com/steelseries,2.0%
Sterling Forever,https://www.iGive.com/sterling-forever,2.4%
Steve Madden,https://www.iGive.com/steve-madden,2.4%
StickerGiant,https://www.iGive.com/stickergiant,2.0%
StickerYou,https://www.iGive.com/sticker-you,2.0%
Stila Cosmetics,https://www.iGive.com/stila-cosmetics,2.4%
Stio,https://www.iGive.com/stio,2.4%
StockX,https://www.iGive.com/stockx,0.8%
Stonewall Kitchen,https://www.iGive.com/stonewall,1.2%
Stop Aging Now,https://www.iGive.com/stop-aging-now,0.4%
Stop and Shop,https://www.iGive.com/stopandshop,Special Rate
Strainz,https://www.iGive.com/strainz,8.0%
StrawberryNET,https://www.iGive.com/strawberry-net,2.0%
Stride Rite,https://www.iGive.com/stride-rite,0.4%
StubHub,https://www.iGive.com/stubhub,1.6%
Stylin' Trucks,https://www.iGive.com/stylin-trucks,2.4%
Sugarfina,https://www.iGive.com/sugarfina,2.0%
Sulina Shop,https://www.iGive.com/sulina-shop,2.4%
Sulwhasoo,https://www.iGive.com/sulwhasoo,1.2%
Sumo Lounge,https://www.iGive.com/sumo-lounge,2.0%
Sunbeam,https://www.iGive.com/sunbeam,2.4%
Sunglass Hut,https://www.iGive.com/Sunglass-Hut,2.4%
Sunny Sports,https://www.iGive.com/sunnysports,2.0%
SUPCASE,https://www.iGive.com/supcase,3.2%
Super Cheap Signs,https://www.iGive.com/supercheapsigns,3.2%
Super Chewer,https://www.iGive.com/super-chewer,Special Rate
SuperSmart,https://www.iGive.com/supersmart,4.0%
SuperStar.com,https://www.iGive.com/superstar,2.8%
SuppliesOutlet,https://www.iGive.com/supplies-outlet,1.2%
Supreme Suspensions,https://www.iGive.com/supreme-suspensions,2.0%
Sur La Table,https://www.iGive.com/surlatable,1.6%
Surfshark,https://www.iGive.com/surf-shark,16.0%
Suzy Shier,https://www.iGive.com/suzy-shier,0.8%
Swanson Health,https://www.iGive.com/swanson,1.2%
T3 Micro,https://www.iGive.com/t3micro,1.6%
TagUnder,https://www.iGive.com/tagunder,3.2%
Talbots,https://www.iGive.com/talbots,0.8%
TalkSpace,https://www.iGive.com/talkspace,Special Rate
Tanga,https://www.iGive.com/tanga,2.0%
Taos Footwear,https://www.iGive.com/taos,6.0%
TAP Air Portugal,https://www.iGive.com/flytap,0.4%
Tarte,https://www.iGive.com/tarte,1.6%
tasc Performance,https://www.iGive.com/tasc,2.0%
Tatcha,https://www.iGive.com/tatcha,1.6%
Tate's Bake Shop,https://www.iGive.com/tates-bake-shop,3.2%
Tech For Less,https://www.iGive.com/tech-for-less,2.0%
Teleflora Flowers,https://www.iGive.com/teleflora,2.0%
Temptu,https://www.iGive.com/temptu,1.6%
Tempur-Pedic,https://www.iGive.com/tempur-pedic,2.4%
TerraCycle,https://www.iGive.com/shop.terracycle,1.2%
Teva Footwear,https://www.iGive.com/teva,1.6%
The Animal Rescue Site Store,https://www.iGive.com/animalrescuesite,0.8%
The Body Shop,https://www.iGive.com/body-shop,2.4%
The Catholic Company,https://www.iGive.com/catholic-company,3.2%
The Children's Place,https://www.iGive.com/thechildrensplace,1.2%
The Company Store,https://www.iGive.com/the-company-store,0.8%
The Container Store,https://www.iGive.com/container-store,0.8%
The Elephant Project,https://www.iGive.com/elephant-project,4.0%
The Fruit Company,https://www.iGive.com/the-fruit-company,1.2%
The Gallery Collection,https://www.iGive.com/gallery-collection,1.6%
The Gift Basket Store,https://www.iGive.com/gift-basket-store,2.4%
The Great Courses,https://www.iGive.com/great-courses,2.0%
The Literacy Site,https://www.iGive.com/literacy-site,0.8%
The MET Store,https://www.iGive.com/store.metmuseum,2.0%
The Motley Fool Canada,https://www.iGive.com/foo,Special Rate
The Outnet,https://www.iGive.com/the-outnet,1.2%
The Paisley Box,https://www.iGive.com/paisley-box,4.0%
The Perfect Rug,https://www.iGive.com/the-perfect-rug,3.2%
The Prisoner Wine Company,https://www.iGive.com/prisoner-wine-co,3.2%
The Royal Mint,https://www.iGive.com/royalmint,0.4%
The Shade Store,https://www.iGive.com/shade-store,0.8%
The Shelving Store,https://www.iGive.com/shelving-store,2.8%
The Sportsman's Guide,https://www.iGive.com/sportsmans-guide,2.0%
The Stitchery,https://www.iGive.com/stitchery,2.0%
The Supplies Shops,https://www.iGive.com/suppliesshops,0.4%
Theo & George,https://www.iGive.com/theo-and-george,2.8%
Thomas Earnshaw,https://www.iGive.com/thomas-earnshaw,4.0%
Thorlos,https://www.iGive.com/thorlo,2.4%
Threads 4 Thought,https://www.iGive.com/threads-for-thought,1.2%
Ticket Liquidator,https://www.iGive.com/ticket-liquidator,2.8%
TicketNetwork,https://www.iGive.com/ticket-network,1.6%
TicketSmarter,https://www.iGive.com/ticket-smarter,2.4%
Tiger Direct,https://www.iGive.com/tigerdirect,0.8%
Tilly's,https://www.iGive.com/tillys,0.8%
Timex,https://www.iGive.com/timex,0.4%
Tire Agent,https://www.iGive.com/tire-agent,1.6%
Tire Rack,https://www.iGive.com/m.tirerack,1.2%
TireBuyer,https://www.iGive.com/tire-buyer,2.4%
TireMart,https://www.iGive.com/bestusedtires,3.2%
Tkees,https://www.iGive.com/tkees,1.6%
Toast!,https://www.iGive.com/alwaystoast,4.0%
Tom & Sheri's Products,https://www.iGive.com/tom-and-sheri,2.4%
TomboyX,https://www.iGive.com/tomboyx,1.6%
Tommy Hilfiger,https://www.iGive.com/usa.tommy,0.8%
Tommy John,https://www.iGive.com/tommy-john,0.8%
TOMS Shoes,https://www.iGive.com/toms,2.0%
Ton-Up Clothing,https://www.iGive.com/ton-up,4.0%
Tools Today,https://www.iGive.com/tools-today,0.4%
Topman,https://www.iGive.com/topman,1.2%
Total Diabetes Supply,https://www.iGive.com/total-diabetes-supply,1.6%
Total Gym Direct,https://www.iGive.com/total-gym,2.0%
Total Tea,https://www.iGive.com/total-tea,4.0%
Tractive,https://www.iGive.com/tractive,8.0%
Tractor Supply Company,https://www.iGive.com/tractor-supply,2.4%
Transcend Labs,https://www.iGive.com/transcend-labs,10.0%
Travelocity.ca,https://www.iGive.com/travelocit,0.8%
Travelocity.com,https://www.iGive.com/travelocity,0.8%
TravisMathew,https://www.iGive.com/travis-mathew,1.2%
Tremendous Parfum,https://www.iGive.com/perfume-spot,2.0%
Trend Micro,https://www.iGive.com/trend-micro,8.0%
Trip.com,https://www.iGive.com/pages-trip,0.4%
Tripadvisor,https://www.iGive.com/trip-advisor,3.6%
Tropical Oasis,https://www.iGive.com/tropical-oasis,4.0%
Troy-Bilt,https://www.iGive.com/troy-bilt,1.6%
True Religion,https://www.iGive.com/True-Religion,2.0%
Trust & Will,https://www.iGive.com/trust-and-will,6.0%
Tundra FMP,https://www.iGive.com/etundra,2.0%
TunnelBear,https://www.iGive.com/tunnelbear,Special Rate
TVC-Mall.com,https://www.iGive.com/tvc-mall,3.4%
Twillory,https://www.iGive.com/twillory,1.6%
U Beauty,https://www.iGive.com/theubeauty,2.0%
U.S. Polo Assn.,https://www.iGive.com/uspolo,1.6%
UGears,https://www.iGive.com/ugear,2.8%
UGG,https://www.iGive.com/ugg,0.8%
UnbeatableSale,https://www.iGive.com/unbeatable-sale,4.8%
UNIONBAY,https://www.iGive.com/unionbay,2.0%
Unique Wellness,https://www.iGive.com/unique-wellness,2.8%
Unique-Vintage,https://www.iGive.com/unique-vintage,3.2%
Universal Standard,https://www.iGive.com/universalstandard,1.6%
Uniworld,https://www.iGive.com/uniworld,2.0%
Unstoppable Domains,https://www.iGive.com/get.unstoppabledomains,8.0%
Urban Skin Rx,https://www.iGive.com/urbanskinrx,2.4%
UrbanStems,https://www.iGive.com/urbanstems,0.8%
USA TODAY Network,https://www.iGive.com/cm.usatodaynetwork,Special Rate
UsedPhotoPro,https://www.iGive.com/used-photo-pro,1.2%
Utrecht Art Supplies,https://www.iGive.com/utrecht-art,1.2%
V4INK,https://www.iGive.com/v4ink,7.2%
Vanity Planet,https://www.iGive.com/vanity-planet,2.0%
Vans Shoes,https://www.iGive.com/vans,0.8%
VaporFi,https://www.iGive.com/vaporfi,4.0%
Vegamour,https://www.iGive.com/vegamour,2.0%
Vegas.com,https://www.iGive.com/vegas,0.8%
Vera Bradley,https://www.iGive.com/outlet.verabradley,1.2%
Verizon Wireless,https://www.iGive.com/Verizon-Wireless,4.0%
Veronica Beard,https://www.iGive.com/Veronica-Beard,1.2%
Versed,https://www.iGive.com/versed,2.4%
Veterans Advantage,https://www.iGive.com/veterans-advantage,Special Rate
Vevor,https://www.iGive.com/vevor,1.2%
"Viator, a Tripadvisor Company",https://www.iGive.com/viator,1.6%
Vichy Canada,https://www.iGive.com/vich,2.4%
VIDA,https://www.iGive.com/shopvida,2.0%
VINCE,https://www.iGive.com/vince,2.4%
Vince Camuto,https://www.iGive.com/vince-camuto,3.6%
Vineyard Vines,https://www.iGive.com/vineyard-vines,1.2%
Vintage Havana,https://www.iGive.com/vintage-havana,4.0%
Visible,https://www.iGive.com/visible,Special Rate
Vistaprint,https://www.iGive.com/vistaprint,1.6%
Vistaprint Canada,https://www.iGive.com/vistaprin,1.6%
Vital Choice Wild Seafood & Organics,https://www.iGive.com/vital-choice,1.2%
VitalSleep,https://www.iGive.com/vitalsleep,6.0%
Vitamix,https://www.iGive.com/vitamix,2.0%
Vive CBD,https://www.iGive.com/vive-cbd,9.2%
Vivid Seats,https://www.iGive.com/vivid-seats,1.6%
VIVOSUN,https://www.iGive.com/vivosun,3.2%
ViX Swimwear,https://www.iGive.com/vix-swimwear,0.8%
VoiPly,https://www.iGive.com/voiply,Special Rate
Volcanica Coffee,https://www.iGive.com/volcanica--coffee,2.0%
Volcom,https://www.iGive.com/volcom,4.0%
Vrbo,https://www.iGive.com/vrbo,0.8%
Vrbo CA,https://www.iGive.com/Vrbo-Canada,0.8%
VSP,https://www.iGive.com/vsp,Special Rate
VSSL Outdoor Utility Tools,https://www.iGive.com/vssl-outdoor-utility-tools,2.0%
W concept,https://www.iGive.com/us.wconcept,3.2%
Waders.com,https://www.iGive.com/waders,3.2%
WagJag,https://www.iGive.com/wagjag,2.0%
Waldorf Astoria,https://www.iGive.com/waldorf-astoria,1.6%
Walgreens,https://www.iGive.com/walgreens,1.6%
Walk-In Lab,https://www.iGive.com/walk-in-lab,2.0%
Walmart,https://www.iGive.com/walmart,Special Rate
Walmart Canada,https://www.iGive.com/walmar,0.4%
Wantable,https://www.iGive.com/wantable,Special Rate
Watch Station International,https://www.iGive.com/watch-station-international,0.4%
WaterFilters.net,https://www.iGive.com/water-filters,1.2%
Waterford Crystal,https://www.iGive.com/waterford,2.4%
Way.com (Parking),https://www.iGive.com/way,2.8%
We Craft Box,https://www.iGive.com/we-craft-box,4.0%
Webroot Software,https://www.iGive.com/webroot,2.0%
Wedgwood,https://www.iGive.com/wedgwood,2.4%
WeightWatchers,https://www.iGive.com/signup.weightwatchers,Special Rate
WeightWatchers.ca,https://www.iGive.com/weight-watchers-ca,Special Rate
Welry,https://www.iGive.com/jewelry,2.0%
West49,https://www.iGive.com/west49,1.2%
Wet n Wild Beauty,https://www.iGive.com/wetnwild,2.4%
Whatever Works,https://www.iGive.com/whatever-works,2.0%
White + Warren,https://www.iGive.com/white-warren,2.4%
White House | Black Market,https://www.iGive.com/white-house,1.6%
White Mountain Products,https://www.iGive.com/white-mountain-products,2.4%
Wholesale Chess,https://www.iGive.com/wholesale-chess,2.4%
Wicked Good Cupcakes,https://www.iGive.com/wicked-good-cupcakes,2.4%
Willmaker,https://www.iGive.com/willmaker,10.0%
WillowTree,https://www.iGive.com/willowtree,2.0%
Wilson Sporting Goods,https://www.iGive.com/wilson,1.6%
Wilsons Leather,https://www.iGive.com/wilsons-leather,2.8%
Winc,https://www.iGive.com/winc,4.0%
Windsor,https://www.iGive.com/windsor,1.6%
Windy City Novelties,https://www.iGive.com/windy-city,3.2%
Wine Access,https://www.iGive.com/wine-access,0.8%
Wine Awesomeness,https://www.iGive.com/wine-awesomeness,3.2%
Wine Enthusiast,https://www.iGive.com/Wine-Enthusiast,1.2%
Wine Insiders,https://www.iGive.com/wine-insiders,Special Rate
Wine.com,https://www.iGive.com/wine,0.8%
Winky Lux,https://www.iGive.com/winky-lux,3.2%
Wish,https://www.iGive.com/wish,1.6%
WishGarden Herbs,https://www.iGive.com/wishgarden,0.8%
WND&WVS,https://www.iGive.com/wnd-wvs,2.4%
Wolfermans,https://www.iGive.com/wolfermans,1.2%
Wolters Kluwer Legal & Regulatory US,https://www.iGive.com/wolters-kluwer,4.0%
Woodwind & Brasswind,https://www.iGive.com/woodwind-brasswind,2.0%
Wooflinen,https://www.iGive.com/wooflinen,5.2%
World Nutrition Inc.,https://www.iGive.com/world-nutrition,8.0%
World Wide Stereo,https://www.iGive.com/world-wide-stereo,1.2%
Wrangler,https://www.iGive.com/wrangler,0.8%
Xfinity Mobile,https://www.iGive.com/xfinity,Special Rate
Xtrema,https://www.iGive.com/xtrema,2.0%
Yaasa,https://www.iGive.com/yaasa,2.4%
YOOX.COM,https://www.iGive.com/yoox,1.2%
YOSUDA,https://www.iGive.com/yosuda,2.0%
Young Explorers,https://www.iGive.com/young-explorers,2.0%
YSL Beauty Canada,https://www.iGive.com/ysl-beauty-canada,1.6%
Yumi Kim,https://www.iGive.com/yumi-kim,1.6%
ZAGG,https://www.iGive.com/zagg,2.4%
Zappos,https://www.iGive.com/zappos,0.8%
Zavvi,https://www.iGive.com/zavvi,0.4%
ZOBHA,https://www.iGive.com/zobha,3.2%
Zoro,https://www.iGive.com/zoro,1.6%
Zotto Sleep,https://www.iGive.com/zotto,2.0%
