store_name,category,donation_rate,igive_url,actual_store_url
Molton Brown,General Retail & Shopping,2.4%,https://www.iGive.com/molton-brown,https://www.molton-brown.com
Monica Vinader,General Retail & Shopping,1.6%,https://www.iGive.com/monica-vinader,Manual Check Required
Monoprice,General Retail & Shopping,0.8%,https://www.iGive.com/monoprice,Manual Check Required
Monthly Clubs,General Retail & Shopping,Special Rate,https://www.iGive.com/Monthly-Clubs,https://www.monthlyclubs.com
Montway Auto Transport,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/montway,https://www.montway.com
MOO,General Retail & Shopping,0.8%,https://www.iGive.com/moo,https://www.moo.com
Moonbow by Dubslabs,General Retail & Shopping,0.4%,https://www.iGive.com/dubslabs,https://dubslabs.com
Morris 4x4 Center,General Retail & Shopping,1.6%,https://www.iGive.com/morris-center,https://morriscenter.org
Mosaic Weighted Blankets,General Retail & Shopping,3.6%,https://www.iGive.com/mosaic,https://www.mosaic.com
Motherhood Maternity,General Retail & Shopping,0.8%,https://www.iGive.com/motherhood,https://motherhood.com
Motiv,General Retail & Shopping,3.6%,https://www.iGive.com/motiv,Manual Check Required
Motives Cosmetics,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/motives-cosmetics,https://www.motivescosmetics.com
Mountain Warehouse,General Retail & Shopping,2.0%,https://www.iGive.com/mountain-warehouse,https://www.mountainwarehouse.com
Movo Photo,"Electronics, Software & Office",4.0%,https://www.iGive.com/movo-photo,https://www.movophoto.com
Mr. Peanut's Premium Products,General Retail & Shopping,4.0%,https://www.iGive.com/mr-peanuts,https://www.mrpeanuts.com
MSC Industrial Supply,General Retail & Shopping,0.8%,https://www.iGive.com/msc-industrial,https://mscindustrial.com
Mugler,General Retail & Shopping,3.2%,https://www.iGive.com/mugler,Manual Check Required
MunchPak,General Retail & Shopping,4.0%,https://www.iGive.com/munch-pak,Manual Check Required
Murad Skin Care,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/murad,https://www.murad.com
Music & Arts,"Travel, Hotels & Vehicles",0.4%,https://www.iGive.com/music-arts,https://www.musicarts.com
Musician's Friend,"Toys, Crafts, Books & Music",0.4%,https://www.iGive.com/musicians-friend,https://www.musiciansfriend.com
My Gift Stop,"Food, Wine & Gifts",2.4%,https://www.iGive.com/my-gift-stop,https://www.mygiftstop.com
My M&M's,General Retail & Shopping,2.4%,https://www.iGive.com/mandms,https://www.mandms.com
My Social Book,"Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/my-social-book,https://www.mysocialbook.com
My Wedding Favors,General Retail & Shopping,4.8%,https://www.iGive.com/my-wedding-favors,https://www.myweddingfavors.com
MyCleanPC,General Retail & Shopping,Special Rate,https://www.iGive.com/my-clean-pc,https://www.mycleanpc.com
MyDevices,General Retail & Shopping,Special Rate,https://www.iGive.com/mydevices,Manual Check Required
Myprotein,General Retail & Shopping,1.6%,https://www.iGive.com/myprotein,https://www.myprotein.com
MyTeaDrop,"Food, Wine & Gifts",2.0%,https://www.iGive.com/myteadrop,https://www.myteadrop.com
Naadam,General Retail & Shopping,1.2%,https://www.iGive.com/naada,Manual Check Required
Naked Wines,"Food, Wine & Gifts",Special Rate,https://www.iGive.com/naked-wines,https://www.nakedwines.com
Namecheap,General Retail & Shopping,8.0%,https://www.iGive.com/name-cheap,https://www.namecheap.com
NARS Cosmetics,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/nars-cosmetics,https://www.narscosmetics.com
Nat Nast,General Retail & Shopping,3.2%,https://www.iGive.com/nat-nast,https://natnast.com
National Academy of Sports Medicine,"Sports, Outdoors & Fitness",4.0%,https://www.iGive.com/nasm,https://www.nasm.org
National Business Furniture,"Home, Garden & Appliances",1.6%,https://www.iGive.com/nationalbusinessfurniture,https://www.nationalbusinessfurniture.com
National Car Rental,"Travel, Hotels & Vehicles",0.8%,https://www.iGive.com/national-rental-car,Manual Check Required
Native Pet,Pets & Animals,2.4%,https://www.iGive.com/native-pet,https://nativepet.com
Natori,General Retail & Shopping,2.4%,https://www.iGive.com/natori,https://www.natori.com
Natural Healthy Concepts,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/natural-healthy-concepts,https://www.nhc.com
Naturalizer,General Retail & Shopping,1.2%,https://www.iGive.com/naturalizer,Manual Check Required
Naturalizer Canada,General Retail & Shopping,1.2%,https://www.iGive.com/naturalize,https://www.naturalize.com
Naturepedic,General Retail & Shopping,2.4%,https://www.iGive.com/naturepedic,https://www.naturepedic.com
Nautica,General Retail & Shopping,1.6%,https://www.iGive.com/nautica,Manual Check Required
Nautilus,General Retail & Shopping,2.0%,https://www.iGive.com/nautilus,https://www.nautilus.com
Naylors Equestrian,General Retail & Shopping,2.0%,https://www.iGive.com/naylors,https://www.naylors.com
Nearly Natural,General Retail & Shopping,2.0%,https://www.iGive.com/nearly-natural,https://www.nearlynatural.com
Nectar Bath Treats,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/nectar-bath,Manual Check Required
Nectar Sunglasses,General Retail & Shopping,3.6%,https://www.iGive.com/nectar-sunglasses,https://www.nectarsunglasses.com
Neiman Marcus,General Retail & Shopping,0.8%,https://www.iGive.com/neiman-marcus,Manual Check Required
Net10 Wireless,"Electronics, Software & Office",2.0%,https://www.iGive.com/net10affiliates,https://www.net10wireless.com
Neuro,General Retail & Shopping,4.0%,https://www.iGive.com/deal.neurogum,Manual Check Required
New Balance,General Retail & Shopping,0.8%,https://www.iGive.com/new-balance,Manual Check Required
New York Comedy,General Retail & Shopping,2.8%,https://www.iGive.com/newyorkcomedy,Manual Check Required
Newegg,General Retail & Shopping,0.4%,https://www.iGive.com/newegg,https://www.newegg.com
Newegg Canada,General Retail & Shopping,0.2%,https://www.iGive.com/neweg,Manual Check Required
NeweggBusiness,General Retail & Shopping,0.4%,https://www.iGive.com/neweggbusiness,https://www.neweggbusiness.com
Nextdoor,General Retail & Shopping,Special Rate,https://www.iGive.com/nextdoor,https://nextdoor.com
NFL+,General Retail & Shopping,0.8%,https://www.iGive.com/nfl,https://www.nfl.com
NFLShop.com,General Retail & Shopping,0.8%,https://www.iGive.com/NFL-shop,Manual Check Required
Nike.com,General Retail & Shopping,2.4%,https://www.iGive.com/nike,https://www.nike.com
Nina Shoes,"Apparel, Shoes & Fashion",6.0%,https://www.iGive.com/nina-shoes,https://ninashoes.com
Nine West,General Retail & Shopping,1.2%,https://www.iGive.com/nine-west,https://ninewest.com
No nonsense,General Retail & Shopping,4.0%,https://www.iGive.com/no-nonsense,https://nononsense.com
No7 Beauty,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/no7-beauty,Manual Check Required
Nolo,General Retail & Shopping,10.0%,https://www.iGive.com/nolo,https://www.nolo.com
Nomadik,General Retail & Shopping,6.0%,https://www.iGive.com/nomadik,Manual Check Required
Nordgreen,General Retail & Shopping,4.0%,https://www.iGive.com/nordgreen,https://nordgreen.com
NordVPN,"Electronics, Software & Office",16.0%,https://www.iGive.com/nordvpn,https://nordvpn.com
North American Power,General Retail & Shopping,Special Rate,https://www.iGive.com/napower,https://www.napower.com
NorthStyle,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/northstyle,https://www.northstyle.com
NortonLifelock,General Retail & Shopping,8.0%,https://www.iGive.com/login.norton,https://www.gendigital.com
NOVICA,General Retail & Shopping,2.4%,https://www.iGive.com/novica,https://www.novica.com
Nuleaf Naturals CBD,"Health, Beauty & Personal Care",4.0%,https://www.iGive.com/nuleaf,https://www.nuleaf.com
Nunn Bush,General Retail & Shopping,2.8%,https://www.iGive.com/nunn-bush,https://www.nunnbush.com
Nunn Bush Canada,General Retail & Shopping,2.0%,https://www.iGive.com/nunn-bush-canada,Manual Check Required
Nutribullet,General Retail & Shopping,2.4%,https://www.iGive.com/nutribullet,https://www.nutribullet.com
Nutricost,General Retail & Shopping,4.0%,https://www.iGive.com/nutricost,https://nutricost.com
Nutrisystem,General Retail & Shopping,Special Rate,https://www.iGive.com/nutrisystem,Manual Check Required
Nuuvem,General Retail & Shopping,1.2%,https://www.iGive.com/nuuvem,Manual Check Required
NuWave Oven,"Home, Garden & Appliances",4.0%,https://www.iGive.com/mynuwaveoven,https://www.nuwavenow.com
NYX Professional Makeup,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/nyx,https://www.nyxprofessionalmakeup.com
O.R.G. Skincare,"Health, Beauty & Personal Care",8.0%,https://www.iGive.com/org-skincare,https://www.orgskincare.com
Oakley,General Retail & Shopping,2.4%,https://www.iGive.com/oakley,https://www.oakley.com
OCLU,General Retail & Shopping,4.0%,https://www.iGive.com/oclu,https://oclu.com
Ode a la Rose,General Retail & Shopping,4.0%,https://www.iGive.com/ode-a-la-rose,https://www.odealarose.com
Office Depot and OfficeMax,"Electronics, Software & Office",1.2%,https://www.iGive.com/officedepot,https://www.officedepot.com
Oki Oki,General Retail & Shopping,2.0%,https://www.iGive.com/oki-oki,https://okioki.com
Old Navy,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/old-navy,https://oldnavy.gap.com
Old Navy Canada,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/old-navy-canada,https://oldnavy.gapcanada.ca
OleHenriksen,General Retail & Shopping,1.6%,https://www.iGive.com/olehenriksen,https://olehenriksen.com
Olight USA,General Retail & Shopping,4.0%,https://www.iGive.com/olight,https://www.olight.com
Omaha Steaks,"Food, Wine & Gifts",1.2%,https://www.iGive.com/omaha-steaks,Manual Check Required
One Hanes Place,General Retail & Shopping,0.4%,https://www.iGive.com/one-hanes-place,Manual Check Required
One Kings Lane,General Retail & Shopping,0.4%,https://www.iGive.com/onekingslane,https://www.onekingslane.com
OneBone,"Apparel, Shoes & Fashion",Special Rate,https://www.iGive.com/onebone,https://onebonebrand.com
ONeillClothing.com,"Apparel, Shoes & Fashion",0.8%,https://www.iGive.com/o-neill-clothing,https://us.oneill.com
OnePlus,General Retail & Shopping,1.2%,https://www.iGive.com/one-plus,https://www.oneplus.com
OneTravel,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/one-travel,Manual Check Required
Online Amish Furniture,"Home, Garden & Appliances",1.6%,https://www.iGive.com/online-amish-furniture,https://onlineamishfurniture.com
Only Natural Pet,Pets & Animals,0.8%,https://www.iGive.com/only-natural-pet,https://www.onlynaturalpet.com
Onyx Hospitality,General Retail & Shopping,1.2%,https://www.iGive.com/onyx-hospitality,https://onyxhospitality.com
Opencare,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/opencare,https://www.opencare.com
OpinionInn,General Retail & Shopping,Special Rate,https://www.iGive.com/opinioninn,https://opinioninn.com
Optimum Nutrition,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/optimum-nutrition,https://www.optimumnutrition.com
Opulent Organics CBD,"Health, Beauty & Personal Care",8.0%,https://www.iGive.com/opulent-organics,Manual Check Required
Orbitz,General Retail & Shopping,0.8%,https://www.iGive.com/orbitz,Manual Check Required
Organic Baby Food,"Food, Wine & Gifts",4.0%,https://www.iGive.com/organic-baby-food,https://www.organicbabyfood.com
Oriental Trading,General Retail & Shopping,1.6%,https://www.iGive.com/oriental-trading,https://www.orientaltrading.com
Orig3n DNA Tests,General Retail & Shopping,10.0%,https://www.iGive.com/orig3n,https://www.orig3n.com
Origins Canada,General Retail & Shopping,2.4%,https://www.iGive.com/origin,https://www.ea.com
Origins.com,General Retail & Shopping,0.4%,https://www.iGive.com/origins,Manual Check Required
Oster,General Retail & Shopping,2.4%,https://www.iGive.com/Oster,https://www.oster.com
Oster Professional Products,General Retail & Shopping,2.4%,https://www.iGive.com/osterpro,https://www.osterpro.com
OtterBox,General Retail & Shopping,2.4%,https://www.iGive.com/otterbox,https://www.otterbox.com
Ouidad,General Retail & Shopping,1.6%,https://www.iGive.com/ouidad,https://www.ouidad.com
Outdoor Gear Exchange,"Sports, Outdoors & Fitness",2.4%,https://www.iGive.com/gearx,https://www.gearx.com
Overnight Glasses,General Retail & Shopping,Special Rate,https://www.iGive.com/overnight-glasses,https://www.overnightglasses.com
Overstock.com,General Retail & Shopping,0.8%,https://www.iGive.com/overstock,https://www.overstock.com
Overton's,General Retail & Shopping,0.8%,https://www.iGive.com/overtons,https://www.overtons.com
PacSun,General Retail & Shopping,0.4%,https://www.iGive.com/pacsun,Manual Check Required
PalmBeach Jewelry,"Apparel, Shoes & Fashion",2.8%,https://www.iGive.com/palm-beach,https://www.palmbeach.com
Paper Mart,"Electronics, Software & Office",1.2%,https://www.iGive.com/paper-mart,https://www.papermart.com
Parachute Home,"Home, Garden & Appliances",1.6%,https://www.iGive.com/parachute-home,https://parachutehome.com
Parallels,General Retail & Shopping,6.0%,https://www.iGive.com/parallels,https://www.parallels.com
Paravel,General Retail & Shopping,3.2%,https://www.iGive.com/paravel,https://paravel.com
Paris City Vision,General Retail & Shopping,3.2%,https://www.iGive.com/paris-city-vision,https://www.pariscityvision.com
ParkSleepFly,General Retail & Shopping,Special Rate,https://www.iGive.com/park-sleep-fly,https://parksleepfly.com
Parts Geek,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/parts-geek,https://www.partsgeek.com
Patagonia,General Retail & Shopping,3.2%,https://www.iGive.com/patagonia,Manual Check Required
Patagonia Provisions,General Retail & Shopping,3.2%,https://www.iGive.com/patagonia-provisions,Manual Check Required
PatchMD,General Retail & Shopping,3.2%,https://www.iGive.com/PatchMD,https://www.patchmd.com
PatPat,General Retail & Shopping,2.0%,https://www.iGive.com/patpat,Manual Check Required
Patrick Ta Beauty,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/patrick-ta,https://patrickta.com
Paul Fredrick Menstyle,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/menstyle,Manual Check Required
Paula's Choice,General Retail & Shopping,2.8%,https://www.iGive.com/paulas-choice,https://www.paulaschoice.com
pCloud,"Electronics, Software & Office",0.4%,https://www.iGive.com/pcloud,https://www.pcloud.com
Pedro Shoes,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/pedro-shoes,https://www.pedroshoes.com
Peet's Coffee,"Food, Wine & Gifts",0.8%,https://www.iGive.com/peets,https://www.peets.com
Penningtons,General Retail & Shopping,1.6%,https://www.iGive.com/penningtons,https://www.penningtons.com
PeopleFinders,General Retail & Shopping,26.0%,https://www.iGive.com/people-finders,https://www.peoplefinders.com
Percival Menswear,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/Percival,Manual Check Required
Perfumania,General Retail & Shopping,1.6%,https://www.iGive.com/perfumania,https://perfumania.com
Perricone MD,General Retail & Shopping,0.8%,https://www.iGive.com/perricone-md,https://www.perriconemd.com
Personalabs,General Retail & Shopping,4.0%,https://www.iGive.com/personalabs,Manual Check Required
Personalization Mall,General Retail & Shopping,1.2%,https://www.iGive.com/personalization-mall,https://www.personalizationmall.com
Personnel Concepts,General Retail & Shopping,4.0%,https://www.iGive.com/personnel-concepts,https://www.personnelconcepts.com
Pet Supermarket,Pets & Animals,0.4%,https://www.iGive.com/pet-supermarket,https://www.pet-supermarket.com
PetCareRx,Pets & Animals,2.4%,https://www.iGive.com/pet-care-rx,https://www.petcarerx.com
PETCO,Pets & Animals,0.8%,https://www.iGive.com/petco,Manual Check Required
Peter Millar,Pets & Animals,1.6%,https://www.iGive.com/peter-millar,Manual Check Required
PETER THOMAS ROTH CLINICAL SKIN CARE,Pets & Animals,1.2%,https://www.iGive.com/PETER-THOMAS-ROTH-CLINICAL-SKIN-CARE,Manual Check Required
Peterson's Test Prep,Pets & Animals,4.0%,https://www.iGive.com/petersons,https://www.petersons.com
PetFriendly,Pets & Animals,2.0%,https://www.iGive.com/petfriendly,https://petfriendly.com
Petjoy,Pets & Animals,6.0%,https://www.iGive.com/petjoy,https://petjoy.com
Pfaltzgraff,General Retail & Shopping,2.4%,https://www.iGive.com/pfaltzgraff,https://www.pfaltzgraff.com
Philips,General Retail & Shopping,1.6%,https://www.iGive.com/philips,https://www.usa.philips.com
philosophy,General Retail & Shopping,2.0%,https://www.iGive.com/philosophy,https://philosophy.com
Photobook America,"Electronics, Software & Office",4.0%,https://www.iGive.com/photobook,https://www.photobookamerica.com
Photobucket,"Electronics, Software & Office",8.0%,https://www.iGive.com/photobucket,https://www.photobucket.com
Photography.com,"Electronics, Software & Office",4.0%,https://www.iGive.com/photography,https://photography.com
PictureFrames,"Home, Garden & Appliances",0.4%,https://www.iGive.com/pictureframes,https://www.pictureframes.com
Pictures On Gold,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/pictures-on-gold,https://www.picturesongold.com
Pikolinos,General Retail & Shopping,2.4%,https://www.iGive.com/pikolinos,https://www.pikolinos.com
Pillow Guy,General Retail & Shopping,4.0%,https://www.iGive.com/pillow-guy,https://www.pillowguy.com
Pinty,General Retail & Shopping,2.4%,https://www.iGive.com/pinty,https://www.pinty.com
Pixie Mood,General Retail & Shopping,4.0%,https://www.iGive.com/pixiemood,Manual Check Required
Play Osmo,General Retail & Shopping,2.0%,https://www.iGive.com/osmo,https://www.osmo.com
Plow & Hearth,"Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/plow-hearth,https://plowhearth.com
PopSockets,General Retail & Shopping,3.2%,https://www.iGive.com/popsockets,https://www.popsockets.com
Portions Master,General Retail & Shopping,6.0%,https://www.iGive.com/portions-master,https://www.portionsmaster.com
prAna,General Retail & Shopping,1.6%,https://www.iGive.com/prana,https://www.prana.com
Precious Moments,General Retail & Shopping,4.0%,https://www.iGive.com/precious-moments,https://www.preciousmoments.com
Premier TEFL,General Retail & Shopping,4.0%,https://www.iGive.com/premier-tefl,https://premiertefl.com
Prestigia,General Retail & Shopping,Special Rate,https://www.iGive.com/prestigia,https://www.prestigia.com
PrettyLittleThing US,General Retail & Shopping,2.4%,https://www.iGive.com/pretty-little-thing,https://www.prettylittlethingus.com
Priceline.com,General Retail & Shopping,2.0%,https://www.iGive.com/priceline,Manual Check Required
Proactiv+,General Retail & Shopping,3.2%,https://www.iGive.com/proactiv,https://proactiv.com
ProFlowers,"Food, Wine & Gifts",2.0%,https://www.iGive.com/proflowers,https://www.proflowers.com
Proviz,"Sports, Outdoors & Fitness",1.2%,https://www.iGive.com/proviz,https://provizsports.com
ProWritingAid,General Retail & Shopping,Special Rate,https://www.iGive.com/prowritingaid,Manual Check Required
PsPrint,"Electronics, Software & Office",2.0%,https://www.iGive.com/ps-print,https://www.psprint.com
Psycho Bunny,General Retail & Shopping,2.0%,https://www.iGive.com/psycho-bunny,https://www.psychobunny.com
PUBLIC Bikes,"Sports, Outdoors & Fitness",3.2%,https://www.iGive.com/public-bikes,https://publicbikes.com
Public Desire,General Retail & Shopping,2.4%,https://www.iGive.com/public-desire,https://www.publicdesire.com
PUMA,General Retail & Shopping,2.0%,https://www.iGive.com/us.puma,https://in.puma.com
PUR,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/pur-cosmetics,https://www.purcosmetics.com
Pura Vida Bracelets,"Apparel, Shoes & Fashion",0.8%,https://www.iGive.com/pura-vida-bracelets,https://www.puravidabracelets.com
Pure Hemp Botanicals,General Retail & Shopping,18.0%,https://www.iGive.com/purehemp,https://purehempbotanicals.com
PureVPN,"Electronics, Software & Office",10.0%,https://www.iGive.com/purevpn,https://www.purevpn.com
Purlisse,General Retail & Shopping,4.0%,https://www.iGive.com/purlisse,https://purlisse.com
Purple Carrot,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/purple-carrot,https://www.purplecarrot.com
Quantum Nutrition Labs,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/qnlabs,https://qnlabs.com
Quest,"Health, Beauty & Personal Care",4.0%,https://www.iGive.com/quest-health,https://www.questhealth.com
Quest Nutrition,"Health, Beauty & Personal Care",4.0%,https://www.iGive.com/Quest-Nutrition,https://www.questnutrition.com
QuickBooks,"Toys, Crafts, Books & Music",Special Rate,https://www.iGive.com/quickbooks,Manual Check Required
Quill.com,General Retail & Shopping,0.4%,https://www.iGive.com/quill,https://www.quill.com
QVC,General Retail & Shopping,1.2%,https://www.iGive.com/qvc,https://www.qvc.com
Rachel Ashwell Shabby Chic,General Retail & Shopping,2.0%,https://www.iGive.com/rachel-ashwell,https://www.rachelashwell.com
Radisson Hotels,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/radisson,Manual Check Required
Rainbow Light,General Retail & Shopping,4.0%,https://www.iGive.com/rainbow-light,https://www.rainbowlight.com
Rakuten Kobo,General Retail & Shopping,0.4%,https://www.iGive.com/kobo,https://www.kobo.com
Rakuten Shopping,General Retail & Shopping,0.4%,https://www.iGive.com/buy,https://www.rakuten.com
Ralph Lauren Fragrances,"Health, Beauty & Personal Care",0.8%,https://www.iGive.com/ralphlaurenfragrances,Manual Check Required
RawSpiceBar,General Retail & Shopping,8.4%,https://www.iGive.com/rawspicebar,https://rawspicebar.com
Ray-Ban,General Retail & Shopping,2.8%,https://www.iGive.com/ray-ban,Manual Check Required
ReadingIQ,General Retail & Shopping,Special Rate,https://www.iGive.com/reading-iq,https://www.readingiq.com
Rebecca Minkoff,"Electronics, Software & Office",1.6%,https://www.iGive.com/rebecca-minkoff,https://www.rebeccaminkoff.com
Recoil Automatic Cord Winders,"Travel, Hotels & Vehicles",4.0%,https://www.iGive.com/recoil-automatic-cord-winders,Manual Check Required
Red Roof,General Retail & Shopping,1.2%,https://www.iGive.com/red-roof-inn,Manual Check Required
Redken,General Retail & Shopping,2.8%,https://www.iGive.com/re,Manual Check Required
Redline Goods,General Retail & Shopping,2.8%,https://www.iGive.com/redline,https://www.redlinegoods.com
RedShelf,General Retail & Shopping,2.0%,https://www.iGive.com/redshelf,https://www.redshelf.com
Reebok,General Retail & Shopping,3.2%,https://www.iGive.com/reebok,https://www.reebok.com
Reel Paper,"Electronics, Software & Office",Special Rate,https://www.iGive.com/reel-paper,https://www.reelpaper.com
RefrigiWear,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/refrigiwear,https://refrigiwear.com
Refurb.io,General Retail & Shopping,1.6%,https://www.iGive.com/refurb,https://www.refurb.com
Reitmans,General Retail & Shopping,1.6%,https://www.iGive.com/reitmans,https://www.reitmans.com
Remind Insoles,General Retail & Shopping,0.4%,https://www.iGive.com/remind-insoles,https://remindinsoles.com
Renpho,General Retail & Shopping,2.0%,https://www.iGive.com/renpho,https://renpho.com
RentalCars.com,"Travel, Hotels & Vehicles",1.5%,https://www.iGive.com/rental-cars,Manual Check Required
RentReporters,General Retail & Shopping,Special Rate,https://www.iGive.com/rent-reporters,https://www.rentreporters.com
Republic of Durable Goods,General Retail & Shopping,3.2%,https://www.iGive.com/republic-goods,https://www.republic-goods.com
Restaurant.com,"Food, Wine & Gifts",8.0%,https://www.iGive.com/restaurant,https://www.restaurant.com
ReStockIt,General Retail & Shopping,2.0%,https://www.iGive.com/restockit,https://www.restockit.com
Revelry Supply,General Retail & Shopping,4.8%,https://www.iGive.com/revelry-supply,https://revelrysupply.com
ReVive Skincare,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/revive,https://revive.com
Ritani,General Retail & Shopping,0.8%,https://www.iGive.com/ritani,Manual Check Required
Robert Graham,General Retail & Shopping,1.6%,https://www.iGive.com/robert-graham,Manual Check Required
Robert Mondavi Winery,"Food, Wine & Gifts",3.2%,https://www.iGive.com/mondavi-winery,https://robertmondaviwinery.com
Rock Bottom Golf,"Sports, Outdoors & Fitness",0.8%,https://www.iGive.com/rock-bottom-golf,https://www.rockbottomgolf.com
Rocket Dog,Pets & Animals,2.0%,https://www.iGive.com/rocket-dog,https://www.rocketdog.com
Rockport,General Retail & Shopping,1.6%,https://www.iGive.com/rockport,https://www.rockport.com
Rocky Boots,"Apparel, Shoes & Fashion",4.0%,https://www.iGive.com/rocky-boot,https://rockyboots.com
Rodd & Gunn,General Retail & Shopping,2.4%,https://www.iGive.com/rodd-and-gunn,https://www.roddandgunn.com
RollerSkateNation,General Retail & Shopping,3.2%,https://www.iGive.com/roller-skate-nation,https://rollerskatenation.com
Roots Canada,General Retail & Shopping,2.0%,https://www.iGive.com/roots,https://www.roots.com
Rosetta Stone,General Retail & Shopping,2.8%,https://www.iGive.com/rosetta-stone,https://www.rosettastone.com
Rover,General Retail & Shopping,Special Rate,https://www.iGive.com/get.rover,https://www.getrover.com
Roxio,General Retail & Shopping,4.0%,https://www.iGive.com/roxio,https://www.roxio.com
Roxy,General Retail & Shopping,1.2%,https://www.iGive.com/roxy,https://www.roxy.com
Royal & Pure,General Retail & Shopping,12.0%,https://www.iGive.com/royal-pure,Manual Check Required
Royal Doulton,General Retail & Shopping,2.4%,https://www.iGive.com/royal-doulton,https://www.royaldoulton.com
Roztayger,General Retail & Shopping,2.8%,https://www.iGive.com/roztayger,https://roztayger.com
Rue La La,General Retail & Shopping,1.2%,https://www.iGive.com/rue-la-la,Manual Check Required
Ruggable,"Home, Garden & Appliances",1.6%,https://www.iGive.com/ruggable,https://ruggable.com
Runderwear,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/runderwear,https://runderwear.com
RVshare,General Retail & Shopping,1.6%,https://www.iGive.com/rvshare,https://rvshare.com
RW&CO.,General Retail & Shopping,0.8%,https://www.iGive.com/rw-co,https://rwco.com
Ryderwear,"Apparel, Shoes & Fashion",2.4%,https://www.iGive.com/ryderwear,https://www.ryderwear.com
Ryka,General Retail & Shopping,1.2%,https://www.iGive.com/ryka,Manual Check Required
S&S Worldwide,General Retail & Shopping,1.6%,https://www.iGive.com/ss-worldwide,https://www.ssworldwide.com
Saatchi Art,"Toys, Crafts, Books & Music",1.6%,https://www.iGive.com/saatchi-art,Manual Check Required
Saber Distributors (US),General Retail & Shopping,4.0%,https://www.iGive.com/saber-distributors,Manual Check Required
Sabon,General Retail & Shopping,1.6%,https://www.iGive.com/sabon,Manual Check Required
Sage UK,General Retail & Shopping,2.0%,https://www.iGive.com/sage,https://www.sage.com
SageFinds,General Retail & Shopping,4.0%,https://www.iGive.com/sage-finds,https://www.sagefinds.com
Saint Owen,General Retail & Shopping,8.0%,https://www.iGive.com/saint-owen,https://saintowen.com
Sally Beauty Supply,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/Sally,https://www.sally.com
Saltwater Fish,Pets & Animals,2.0%,https://www.iGive.com/saltwater-fish,https://www.saltwaterfish.com
Samsonite,General Retail & Shopping,2.0%,https://www.iGive.com/samsonite,Manual Check Required
Sand & Sky,General Retail & Shopping,0.8%,https://www.iGive.com/sand-and-sky,https://www.sandandsky.com
Sand Cloud,"Electronics, Software & Office",0.8%,https://www.iGive.com/sand-cloud,https://www.sandcloud.com
Sandisk,General Retail & Shopping,2.0%,https://www.iGive.com/sandisk,https://www.sandisk.com
SaturdaysNYC,General Retail & Shopping,2.8%,https://www.iGive.com/saturdaysnyc,https://www.saturdaysnyc.com
Satya Jewelry,"Apparel, Shoes & Fashion",2.4%,https://www.iGive.com/satya,https://www.satyajewelry.com
Savage X Fenty,General Retail & Shopping,Special Rate,https://www.iGive.com/savage,https://www.savagex.com
Savearound,General Retail & Shopping,2.8%,https://www.iGive.com/savearound,https://savearound.com
SaySo Rewards,General Retail & Shopping,Special Rate,https://www.iGive.com/saysoforgood,https://www.saysoforgood.com
Scandinavian Designs,General Retail & Shopping,1.2%,https://www.iGive.com/scandinavian-designs,https://scandinaviandesigns.com
Scent Box,General Retail & Shopping,Special Rate,https://www.iGive.com/scent-box,https://www.scentbox.com
Scholastic -The Teacher Store,"Food, Wine & Gifts",1.2%,https://www.iGive.com/scholastic-teacher-express,Manual Check Required
Scholastic Store,General Retail & Shopping,1.2%,https://www.iGive.com/scholastic-store,Manual Check Required
Schwinn Fitness,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/schwinn,https://www.schwinnfitness.com
